// "BdClClClEuGlDuGlEuIdIdHrBdBdArArAr"

"32|1 1 2 2 1 1|2 5 1 1 3 2|3 4 2 1 2 3|4 3 1 1 3 4|5 0 4 1 2 5|6 2 5 3 1 6|7 1 4 1 2 7|8 6 2 1 3 8|9 2 4 3 1 9",
// "EuEuGuFlFlHuIrIrDdDdArGuGuGuAlDuDuIlHdHdIlBdBdIlCdIlDdDdArArAr"

"17|1 0 2 2 1 1|2 6 2 1 2 2|3 2 0 1 3 3|4 3 1 1 2 4|5 6 4 1 2 5|6 5 2 1 3 6|7 1 4 2 1 7|8 0 4 1 2 8|9 2 5 3 1 9",
// "BuBuCdDuGrGrCdIrCdArArArCuIlFdAr"

"22|1 0 2 2 1 1|2 3 4 2 1 2|3 3 0 1 3 3|4 3 3 2 1 4|5 5 2 1 2 5|6 5 4 1 3 6|7 2 4 1 2 7|8 3 5 2 1 8|9 4 1 3 1 9",
// "ArGuHlHlHlGdDlDlCdGdBlBlCdCdArArIlIlEuEuAr"

"34|1 0 2 2 1 1|2 0 0 3 1 2|3 2 4 1 2 3|4 4 5 2 1 4|5 4 4 3 1 5|6 5 1 1 3 6|7 3 0 1 3 7|8 0 4 1 2 8|9 1 3 1 2 9",
// "ArCuDlDlDlGdBrBrGdGdArHuDlCdCdHuIuIuIuAlGuGuElElElElFdFdGdGdArArAr"

"22|1 0 2 2 1 1|2 4 0 1 3 2|3 2 2 1 2 3|4 3 1 1 2 4|5 0 4 3 1 5|6 4 5 2 1 6|7 0 1 3 1 7|8 5 2 1 2 8|9 3 4 2 1 9",
// "BdDdFlFlGrHdHdHdIrDdIrBdBdGrGrCuCuArArArAr"

"17|1 0 2 2 1 1|2 4 2 1 2 2|3 3 0 1 3 3|4 2 3 2 1 4|5 4 4 1 2 5|6 0 3 2 1 6|7 4 0 3 1 7|8 5 3 1 3 8|9 4 6 2 1 9",
// "ArBuDrIlHdDrCdCdCdArGlGlGlBuArAr"

"20|1 0 2 2 1 1|2 3 0 2 1 2|3 4 1 1 2 3|4 3 2 1 2 4|5 3 4 2 1 5|6 6 0 1 3 6|7 5 1 1 3 7|8 5 4 2 1 8|9 1 3 1 2 9",
// "ArBrDuDuArElFdBrCuArHlFdFdIuElHlGdGdAr"

"24|1 0 2 2 1 1|2 5 0 1 3 2|3 2 1 1 3 3|4 3 1 1 2 4|5 4 5 3 1 5|6 2 5 2 1 6|7 1 4 3 1 7|8 5 3 2 1 8|9 4 2 1 2 9",
// "DuFlElFlGrGrCdCdArArIuHlHlBdIuArCuCuElGlBdBdAr"

"31|1 2 2 2 1 1|2 5 1 1 3 2|3 4 1 1 3 3|4 3 4 2 1 4|5 4 5 3 1 5|6 1 4 1 3 6|7 5 4 2 1 7|8 3 5 1 2 8|9 2 3 1 2 9",
// "AlAlFuIuDlGlIuIuArArFuFuDlDlHuHuElElElElHdHdGlBdBdGlCdCdArAr"

"16|1 1 2 2 1 1|2 1 5 3 1 2|3 3 1 1 3 3|4 0 5 1 2 4|5 6 2 1 3 5|6 0 4 3 1 6|7 5 2 1 2 7|8 5 4 1 2 8|9 4 1 1 2 9",
// "BrCdGuGuHuBrBrCdArIuArArCuBlEd"

"26|1 0 2 2 1 1|2 4 4 3 1 2|3 5 1 1 3 3|4 2 3 1 2 4|5 6 2 1 2 5|6 3 3 1 2 6|7 5 5 2 1 7|8 3 5 2 1 8|9 4 0 1 3 9",
// "DuDuDuArFuBlBlBlBlCdEdFdArHlGlHlGlCdHlGlIdIdIdArAr"

"68|1 2 2 2 1 1|2 2 3 3 1 2|3 4 0 1 3 3|4 2 4 1 3 4|5 5 1 1 3 5|6 4 5 2 1 6|7 0 5 1 2 7|8 1 1 2 1 8|9 5 4 2 1 9",
// "AlAlFlHlIlIlEdEdEdBrDuDuDuIlIlIlDdDdDdBlBlCdCdHrHrHrHrHrCuCuBrBrDuDuDuFlFlIrGuGuFlIrIrDdDdArGuGuGuAlDuDuIlIlIlDdDdArArDdBlBlCdCdCdArAr"

"23|1 1 2 2 1 1|2 3 2 1 3 2|3 5 2 1 2 3|4 6 2 1 2 4|5 5 0 1 2 5|6 4 4 3 1 6|7 0 3 1 3 7|8 1 4 2 1 8|9 4 5 3 1 9",
// "BuDuDuFlGuGuHlFlCdIlIlCdCdFrFrBdIlIlBdArArAr"

"35|1 0 2 2 1 1|2 4 1 1 3 2|3 5 2 1 3 3|4 2 0 1 3 4|5 2 3 2 1 5|6 1 4 2 1 6|7 2 5 2 1 7|8 0 4 1 2 8|9 3 0 2 1 9",
// "CdFrFrGlHuGlIrIrBuErDdDdDdArHuHuHuAlDuDuFlFlFlDdDdArArDdElBdBdBdArAr"

"40|1 0 2 2 1 1|2 4 0 1 3 2|3 3 3 3 1 3|4 1 3 1 2 4|5 2 3 1 2 5|6 4 5 2 1 6|7 4 4 2 1 7|8 6 0 1 3 8|9 1 1 3 1 9",
// "DdDdEdClClBdEdFrGlGlBdBdBdCrCrGlGlEuEuEuHdHdIrIrEuClClBuBuEuArArFlFlFlBdArArHd"

"70|1 0 2 2 1 1|2 5 0 1 3 2|3 5 4 2 1 3|4 4 4 1 3 4|5 5 5 2 1 5|6 2 1 1 3 6|7 1 4 1 2 7|8 3 3 3 1 8|9 0 1 2 1 9",
// "FuGdHlHlDuDuDuClClClClClDdDdDdHrHrFdFdFdArArArFuFuCrCrGuGuGuClClFdFdAlIrIrGuGuAlAlFuIrFuFuHlBdBdHlDuDuElElBdBdElDdDdElElHrHrFdFdFdArArArAr"

"34|1 0 2 2 1 1|2 1 5 3 1 2|3 2 0 1 3 3|4 5 2 1 3 4|5 4 5 1 2 5|6 6 1 1 3 6|7 3 1 1 2 7|8 1 3 3 1 8|9 2 4 3 1 9",
// "DuDuFdFdGuIlEuEuBrBrEuEuEuHrHrCdIrIrCdCdArArArCuBlCuCuHlDdIlDdDdAr"

"24|1 0 2 2 1 1|2 1 4 3 1 2|3 2 0 1 3 3|4 2 3 2 1 4|5 4 4 1 2 5|6 5 2 1 2 6|7 2 5 2 1 7|8 3 0 1 3 8|9 0 5 2 1 9",
// "DlDlCdEuEuBrBrBrCdEuEuFuFuGrCdArGrHdHdHdArArAr"

"33|1 0 2 2 1 1|2 5 0 1 3 2|3 2 1 1 3 3|4 2 5 2 1 4|5 4 4 3 1 5|6 4 2 1 2 6|7 3 0 2 1 7|8 4 5 1 2 8|9 0 4 1 3 9",
// "BdElElElFuGlFuHuHuDrDrDrHdHdErErCdCdArArArCuCuElBdElHuHuDlDlBdAr"

"49|1 0 2 2 1 1|2 3 0 1 3 2|3 2 3 3 1 3|4 2 4 3 1 4|5 5 5 2 1 5|6 1 5 1 2 6|7 2 5 1 2 7|8 4 5 1 2 8|9 5 2 1 3 9",
// "FuFuIuDrDrGuIuCrCrBdBdBdBdClGuGuGuClGuArArFuFuClClBuFuAlBuBuDlDlDlDlBdHuHuElElElElBdArArIdIdIdAr"

"22|1 0 2 2 1 1|2 2 4 2 1 2|3 3 0 1 3 3|4 2 2 1 2 4|5 4 2 1 2 5|6 4 4 3 1 6|7 5 1 1 2 7|8 5 0 2 1 8|9 6 1 1 3 9",
// "BlBlCdCdCdDdArArEuHlHlGuHlEuArArCuCuFlIdId"

"18|1 0 2 2 1 1|2 6 1 1 3 2|3 2 0 1 3 3|4 1 4 2 1 4|5 3 1 1 2 5|6 1 5 2 1 6|7 0 4 1 2 7|8 2 3 3 1 8|9 5 2 1 2 9",
// "BdBdDrDrEuFrFrIdIdHrCdCdCdArArArAr"

"24|1 2 2 2 1 1|2 4 2 1 2 2|3 5 1 1 3 3|4 4 4 2 1 4|5 5 5 2 1 5|6 3 4 1 2 6|7 4 5 1 2 7|8 1 4 2 1 8|9 4 0 3 1 9",
// "AlBuFuFuDlCdFuFuArHlDlGuGuElElCdElGdBdGdBdArAr"

"21|1 0 2 2 1 1|2 3 5 2 1 2|3 5 0 1 3 3|4 5 5 2 1 4|5 6 1 1 2 5|6 4 1 1 2 6|7 1 4 1 2 7|8 5 3 2 1 8|9 1 3 2 1 9",
// "ArArBlDlEuFuArHlIrGuBlDlGuGuIlHlCdCdCdAr"

"24|1 1 2 2 1 1|2 4 1 1 3 2|3 4 4 2 1 3|4 3 3 1 2 4|5 5 0 1 3 5|6 0 4 1 3 6|7 2 5 2 1 7|8 6 0 1 3 8|9 5 5 2 1 9",
// "DuClClBdClDdArEdEdFuFuGlGlHdHdIlHdIlEdIlBdArAr"

"27|1 0 2 2 1 1|2 4 4 1 2 2|3 6 0 1 3 3|4 5 5 2 1 4|5 4 3 3 1 5|6 5 0 1 3 6|7 3 4 1 2 7|8 5 4 2 1 8|9 3 1 2 1 9",
// "ArArArBdElCdElElElFdGdHlCdHlFdHlBuBuDlCdHlGuGuDlFdAr"

"19|1 0 2 2 1 1|2 2 0 1 3 2|3 4 4 3 1 3|4 5 2 1 2 4|5 1 4 2 1 5|6 4 1 3 1 6|7 6 2 1 2 7|8 3 0 1 3 8|9 0 4 1 2 9",
// "BdHdHdFlGuGuHdIdElBdBdArArArFlDuDuAr"

"30|1 1 2 2 1 1|2 1 3 1 2 2|3 4 3 3 1 3|4 4 0 1 3 4|5 6 0 1 3 5|6 4 4 3 1 6|7 4 5 2 1 7|8 2 5 1 2 8|9 3 5 1 2 9",
// "ArBuBuHuHuIuIuGlGlGlGlHdHdIdClClClDdEdIdFlEdEdFlFlDdDdArAr"

"48|1 1 2 2 1 1|2 2 5 3 1 2|3 3 0 1 3 3|4 4 1 1 3 4|5 1 4 1 2 5|6 6 2 1 3 6|7 3 4 2 1 7|8 0 1 2 1 8|9 1 3 2 1 9",
// "DuEdFdFdGlGlHrIrIrIrCdCdHrIrDdDdHrHrCuGrEuEuBlBlHrDuGrGrCdCdArEuEuEuAlCuCuGlGlDdDdGlCdCdArArAr"

"29|1 1 2 2 1 1|2 6 0 1 3 2|3 5 5 2 1 3|4 4 0 1 3 4|5 3 2 1 2 5|6 4 4 3 1 6|7 3 5 1 2 7|8 4 3 2 1 8|9 2 4 1 2 9",
// "AlBdClEuEuFlBdBdBdHrDdIuIuFlFlDdFlGuGuClClDdIuIuArArArAr"

"17|1 0 2 2 1 1|2 3 0 1 3 2|3 4 2 1 3 3|4 3 5 2 1 4|5 2 2 1 3 5|6 6 2 1 2 6|7 5 2 1 2 7|8 6 5 1 2 8|9 0 5 1 2 9",
// "BdBdDrBdEdArArFuFuGdHuHuDrCdArAr"

"19|1 0 2 2 1 1|2 1 4 2 1 2|3 5 2 1 3 3|4 3 4 2 1 4|5 2 2 1 2 5|6 4 0 1 3 6|7 0 3 1 2 7|8 0 1 3 1 8|9 0 5 2 1 9",
// "CdFdHrIrGdGdBlDlFdFdHrHrEuEuArArArAr"

"36|1 1 2 2 1 1|2 4 0 1 3 2|3 2 3 1 2 3|4 3 2 1 3 4|5 4 4 2 1 5|6 1 3 1 2 6|7 2 5 1 2 7|8 5 0 1 3 8|9 3 5 3 1 9",
// "AlBdCuCuCuArHdIrDdArFuFuFuAlDuDuElElBdElDdElGuGuHdIlIlHdIlBdIlDdArArAr"

"17|1 0 2 2 1 1|2 6 2 1 2 2|3 3 0 1 3 3|4 2 3 3 1 4|5 5 2 1 2 5|6 1 3 1 2 6|7 3 4 2 1 7|8 5 0 1 2 8|9 2 1 1 2 9",
// "BdBdEdEdDrDrCdEdGrCdCdIuArArArAr"

"45|1 1 2 2 1 1|2 5 0 1 3 2|3 1 3 2 1 3|4 3 4 3 1 4|5 3 0 1 3 5|6 4 5 3 1 6|7 1 5 1 2 7|8 6 0 1 3 8|9 2 5 1 2 9",
// "AlCrCrCrDrEdEdEdGuGuHdIuIuIuIuIuArArGuGuGuAlEuEuDlDlDlDlEdFlFlFlFlEdArArEdClBdBdBdArHdHd"

"28|1 2 2 2 1 1|2 5 4 2 1 2|3 5 0 1 3 3|4 3 4 1 3 4|5 6 1 1 2 5|6 4 3 1 2 6|7 2 3 1 2 7|8 4 5 2 1 8|9 3 1 2 1 9",
// "AlCdDuDuEuFuBlHlHlHlHlGdGdIlIlDuBlBlBlCdCdDdDdArFdArAr"

"57|1 0 2 2 1 1|2 6 1 1 3 2|3 4 1 1 3 3|4 4 5 2 1 4|5 2 2 1 3 5|6 4 4 2 1 6|7 0 3 1 2 7|8 2 1 2 1 8|9 1 4 1 2 9",
// "BdDrFlGdGdHlHlEuFlCdCdIdFlFlEdEdArArArEuEuFrFrGuGuGuIuIuIuFlFlEdEdAlCuDlBdDlHrGuGuHrIuIuAlAlEuDlCdDlDlEdArArArAr"

"18|1 1 2 2 1 1|2 5 0 1 3 2|3 5 4 2 1 3|4 3 6 2 1 4|5 4 4 1 2 5|6 3 2 1 2 6|7 6 1 1 3 7|8 3 4 1 2 8|9 4 1 1 2 9",
// "BdDrDrEdClFuFuArGdGdHdClBdBdIuArAr"

"29|1 0 2 2 1 1|2 3 4 2 1 2|3 6 0 1 3 3|4 2 3 2 1 4|5 5 4 2 1 5|6 2 4 1 3 6|7 4 0 1 2 7|8 1 1 3 1 8|9 5 1 1 2 9",
// "CdDlDlFuFuGdGdHrIdHrFuBlBlBlFdFdArArGdArGdGdElCdCdElIdAr"

"51|1 0 2 2 1 1|2 4 5 2 1 2|3 4 0 1 3 3|4 5 4 2 1 4|5 5 1 1 3 5|6 2 3 1 3 6|7 0 4 1 2 7|8 1 1 2 1 8|9 3 5 1 2 9",
// "BrCdDlDlEdFuGdHlFuDlCdCdDlDlFdFdArArArFuFuDrGuGuGuDlFdFdAlAlCuBlHrGuGuAlFuIuIuBlBlBlBlCdEdFdArArArAr"

"21|1 0 2 2 1 1|2 6 1 1 3 2|3 5 0 1 3 3|4 2 1 1 2 4|5 3 2 1 2 5|6 4 3 2 1 6|7 5 5 2 1 7|8 3 1 2 1 8|9 3 5 2 1 9",
// "BdDdDdArHlHlEuEuArArFlCdCdIlGlBdIlGlCdAr"

"23|1 3 2 2 1 1|2 5 4 2 1 2|3 5 0 1 3 3|4 4 3 3 1 4|5 2 2 1 3 5|6 3 4 2 1 6|7 1 4 1 2 7|8 4 5 3 1 8|9 3 5 1 2 9",
// "EuEuFlBlGuGuFlIuIuHlHlHlHlIdDlDlCdIdBlCdCdAr"

"38|1 0 2 2 1 1|2 4 2 1 3 2|3 3 5 3 1 3|4 1 5 1 2 4|5 2 3 2 1 5|6 5 2 1 2 6|7 2 1 1 2 7|8 0 3 2 1 8|9 3 0 1 3 9",
// "BuBuCrDuErFuErErBdBdFuGuArHrIdIdIdArIdHrDuDuDuDuAlHlIuIuClClClBdClIdArArAr"

"18|1 0 2 2 1 1|2 3 2 1 2 2|3 2 0 1 3 3|4 4 2 1 2 4|5 5 2 1 2 5|6 5 4 2 1 6|7 1 3 2 1 7|8 5 0 2 1 8|9 3 4 2 1 9",
// "EuGlCdHlHlEuIlDdIlBdIlCdCdArArArAr"

"24|1 0 2 2 1 1|2 4 0 1 3 2|3 3 3 2 1 3|4 5 1 1 3 4|5 3 5 2 1 5|6 2 4 1 2 6|7 2 2 1 2 7|8 1 5 1 2 8|9 3 4 3 1 9",
// "GuFuElGuArArHuHuElElFdClBdFdHuIlDdDdIlBdBdArAr"

"53|1 0 2 2 1 1|2 5 0 1 3 2|3 2 1 1 3 3|4 0 3 1 2 4|5 1 4 1 2 5|6 2 4 2 1 6|7 4 1 1 3 7|8 0 1 2 1 8|9 4 5 2 1 9",
// "BdBdDdDdEdFlFlCdCdArArGdIrGdArCuCuFrDuDuDuFrEuEuEuFlFlCdCdAlGuHrDuDuHrEuEuAlAlCuIlIlBdIlGdIlIlCdArArArAr"

"16|1 0 2 2 1 1|2 2 4 2 1 2|3 2 0 1 3 3|4 6 2 1 2 4|5 6 4 1 2 5|6 1 3 2 1 6|7 4 2 1 2 7|8 5 1 1 2 8|9 1 5 2 1 9",
// "BrDuDuFlCdCdGuGuHuIlCdArArArAr"

"39|1 0 2 2 1 1|2 4 1 1 3 2|3 3 0 1 3 3|4 3 4 3 1 4|5 2 5 2 1 5|6 1 3 1 2 6|7 1 5 1 2 7|8 5 5 1 2 8|9 2 3 2 1 9",
// "ArBuDlErHuHuErErHuDrDrHuHuIrIrCdCdCdArFuFuFuAlCuCuDlDlDlDlCdCdArIrBdBdBdArAr"

"47|1 0 2 2 1 1|2 2 4 2 1 2|3 4 0 1 3 3|4 3 5 2 1 4|5 3 1 1 2 5|6 2 0 1 3 6|7 6 4 1 3 7|8 0 1 2 1 8|9 1 5 1 2 9",
// "BlBlCdCdDlEdFdFdHrHrHrFuBrBrHrEuEuHrCuBrFdIuIuDlDlFdArArIuIuIuAlAlFuFuBlBlBlCdCdFdFdArArArAr"

"31|1 0 2 2 1 1|2 2 4 2 1 2|3 1 5 3 1 3|4 4 4 1 2 4|5 5 3 1 3 5|6 0 4 2 1 6|7 4 1 1 2 7|8 6 0 1 3 8|9 2 0 1 3 9",
// "DdBrEuEuBrBrDuDuCrCrGuHdIdIdIdArArArIuClClDdDdBlBlEdEdArHdHd"

"40|1 1 2 2 1 1|2 3 5 3 1 2|3 4 1 1 3 3|4 2 5 1 2 4|5 5 0 1 3 5|6 3 2 1 2 6|7 1 4 3 1 7|8 0 3 3 1 8|9 3 0 1 2 9",
// "AlBrCuGrGrDuGrFdFdFdGlHrHrHrDuDuDuDuArArGlGlGlFuHlEdEdHlCdCdHlFuBlBlBlCdArEdAr"

"46|1 1 2 2 1 1|2 3 1 1 3 2|3 6 2 1 3 3|4 4 0 1 3 4|5 1 3 1 2 5|6 5 5 2 1 6|7 3 4 2 1 7|8 0 1 2 1 8|9 4 3 2 1 9",
// "EdEdFlCdCdFlFlGlGlBdHrHrIrDdDdHrHrBuGrEuEuFlHrDuGrGrBdBdArEuEuEuAlBuBuGlGlDdDdGlBdBdArArAr"

"31|1 0 2 2 1 1|2 5 1 1 3 2|3 2 0 1 3 3|4 1 3 3 1 4|5 4 5 3 1 5|6 2 5 2 1 6|7 5 0 2 1 7|8 6 1 1 3 8|9 4 2 1 2 9",
// "FlElFlGlGlBuHdHdIuDrDrCdCdCdArArGlGlGlIuArCuCuCuDlBdBdElBdAr"

"22|1 0 2 2 1 1|2 2 3 1 3 2|3 3 3 2 1 3|4 4 0 1 3 4|5 2 0 2 1 5|6 3 1 1 2 6|7 6 1 1 3 7|8 1 6 2 1 8|9 3 4 2 1 9",
// "BuBuCrElFuGdGdGdCrDdIlDdDdIlIlBdBdArArArAr"

"47|1 2 2 2 1 1|2 2 4 1 3 2|3 3 5 2 1 3|4 4 0 1 3 4|5 0 5 1 2 5|6 0 4 2 1 6|7 1 1 2 1 7|8 1 5 1 2 8|9 5 4 1 3 9",
// "BuDdDdGrGrIuIuCrCrDdArBuBuFrEuEuEuEuEuFrHuHuHuFlFlBdBdAlDuClClHuHuAlAlBuClClClBdArArDdArIdAr"

"22|1 0 2 2 1 1|2 2 0 1 3 2|3 4 2 1 3 3|4 4 5 2 1 4|5 2 4 2 1 5|6 0 4 1 2 6|7 3 1 1 3 7|8 2 5 2 1 8|9 5 2 1 2 9",
// "BdCuDrErBdErErCdCdFuGdHlGdHlBdArArArIuIuAr"

"28|1 0 2 2 1 1|2 4 1 1 3 2|3 5 0 1 3 3|4 4 5 2 1 4|5 6 2 1 2 5|6 4 4 2 1 6|7 2 4 1 3 7|8 3 0 1 3 8|9 1 3 2 1 9",
// "CdDlEdFlCdCdHdIlGuGuDlDlDlGuFlBdBdFlFlGdGdArHdHdArArAr"

"29|1 0 2 2 1 1|2 3 4 3 1 2|3 5 1 1 3 3|4 3 2 1 2 4|5 5 5 2 1 5|6 3 5 1 2 6|7 1 4 2 1 7|8 6 2 1 3 8|9 2 0 1 3 9",
// "DuDuElGlHuBrFuFuElIdIdIdArArArIuElElFdFdBlHdHdIuBlCdCdAr"

"28|1 1 2 2 1 1|2 5 5 2 1 2|3 3 5 2 1 3|4 2 4 1 3 4|5 3 3 1 2 5|6 0 3 3 1 6|7 4 3 1 2 7|8 2 0 2 1 8|9 5 1 1 3 9",
// "EuEuFrGuGuFrGuHlEuArArHlIuFrDuDuClBlClBlDuDuFlIdIdIdAr"

"24|1 1 2 2 1 1|2 5 0 1 3 2|3 5 5 2 1 3|4 4 1 1 2 4|5 2 0 3 1 5|6 3 2 1 2 6|7 5 4 2 1 7|8 3 4 1 2 8|9 4 4 1 2 9",
// "BdElDuElFuFuArArHdIdGlGlBdGlGlHuHuIuIuClClBdAr"

"22|1 0 2 2 1 1|2 3 1 1 2 2|3 5 0 1 3 3|4 5 5 2 1 4|5 4 4 2 1 5|6 3 0 2 1 6|7 3 4 1 2 7|8 3 3 3 1 8|9 2 1 1 2 9",
// "DlGdElElElGuHlCdCdFrBuHlHlGuDlCdIuArArArAr"

"23|1 0 2 2 1 1|2 2 1 1 2 2|3 5 5 2 1 3|4 4 3 1 2 4|5 6 0 1 3 5|6 4 5 1 2 6|7 3 0 3 1 7|8 1 0 2 1 8|9 3 5 1 2 9",
// "BdBdArArDuDuEdEdFuFuClEdIuIuClClFdDdFdDdArAr"

"28|1 0 2 2 1 1|2 5 4 2 1 2|3 2 2 1 3 3|4 6 1 1 3 4|5 3 4 2 1 5|6 1 5 3 1 6|7 3 1 1 3 7|8 4 5 1 2 8|9 1 3 1 2 9",
// "CuElHuHuFrFrFrHuBlDdHuHuIdIdElElCdCdArGdGdArArArGuFlDd"

"50|1 0 2 2 1 1|2 5 5 2 1 2|3 2 4 2 1 3|4 2 0 1 3 4|5 1 4 1 2 5|6 4 3 1 3 6|7 4 1 1 2 7|8 1 3 2 1 8|9 6 0 1 3 9",
// "EdClClGuHlDdDdDdArArArDuDuCrCrDuEuHrHrEuEuClClEuEuHlHlDdDdDdAlAlAlDuFuBlBlBlBlBlDdArArFdArArIdIdId"

"18|1 3 2 2 1 1|2 5 0 1 3 2|3 2 4 1 3 3|4 3 4 3 1 4|5 4 3 3 1 5|6 3 5 3 1 6|7 6 1 1 2 7|8 2 3 2 1 8|9 0 2 1 3 9",
// "GuHlElIdIdHlCuCuCuCuDlElBdBdFlBdAr"

"17|1 2 2 2 1 1|2 5 0 1 3 2|3 2 4 3 1 3|4 0 4 1 2 4|5 5 4 2 1 5|6 5 5 2 1 6|7 0 6 2 1 7|8 6 1 1 2 8|9 5 3 2 1 9",
// "ArClDuDuClElElFlFlHuIlIlBdBdBdAr"

"21|1 1 2 2 1 1|2 5 1 1 3 2|3 5 4 2 1 3|4 1 4 3 1 4|5 0 3 1 2 5|6 4 5 3 1 6|7 4 3 1 2 7|8 3 5 1 2 8|9 0 0 1 3 9",
// "EdEdDlGuClGuGuHuHuFlFlHuClBdBdHuHuArArAr"

"31|1 1 2 2 1 1|2 5 5 2 1 2|3 3 4 1 3 3|4 5 0 1 3 4|5 1 5 1 2 5|6 1 3 1 2 6|7 3 3 2 1 7|8 1 1 3 1 8|9 2 4 1 3 9",
// "ArBlFuEuGrCuHrFuEuFuAlAlCuBlIuIuBlBlBlCdCdGlDdDdDdIdArArArAr"

"27|1 1 2 2 1 1|2 4 1 1 3 2|3 3 5 3 1 3|4 5 2 1 3 4|5 6 1 1 2 5|6 3 2 1 2 6|7 2 5 1 2 7|8 0 4 3 1 8|9 1 3 2 1 9",
// "AlDuEuFuFuHrHrHrGuIlGuClClGuGuGuArArHlDdDdHlBdBdArAr"

"41|1 0 2 2 1 1|2 3 0 1 3 2|3 5 5 2 1 3|4 3 5 2 1 4|5 0 5 1 2 5|6 0 4 2 1 6|7 3 4 2 1 7|8 2 4 1 3 8|9 0 1 2 1 9",
// "BdGrBdGrHuHuDlDlIrIrIrHuFrEuEuDlIrBuFrFrHdHdArEuEuEuAlHuHuFlFlBdBdFlHdHdArArArAr"

"29|1 1 2 2 1 1|2 4 4 3 1 2|3 4 0 1 3 3|4 6 1 1 3 4|5 3 5 2 1 5|6 2 4 1 2 6|7 5 0 1 3 7|8 5 5 2 1 8|9 3 2 1 2 9",
// "AlBlCdDdFuElElElFuBlBlBlCdFuFuArGdGdHlDdHlGdHlCdIdArArAr"

"28|1 1 2 2 1 1|2 3 3 1 3 2|3 5 5 2 1 3|4 5 0 1 3 4|5 6 2 1 2 5|6 2 4 1 2 6|7 4 3 2 1 7|8 1 4 1 2 8|9 1 3 2 1 9",
// "ArBdClEdIrHuHuHuHuAlIlBuBuClIlFuClClBdArArBdGlDdDdDdAr"

"30|1 2 2 2 1 1|2 6 1 1 3 2|3 4 4 1 3 3|4 5 5 2 1 4|5 2 4 1 2 5|6 3 5 1 2 6|7 5 4 2 1 7|8 3 3 2 1 8|9 1 4 1 3 9",
// "EdHlCuCuCuDlGlBdBdGlGlCdIuIuIuGlFuGlEuIuHlFuDlHlEuDlCdArAr"

"22|1 1 2 2 1 1|2 4 0 1 3 2|3 3 0 1 3 3|4 2 5 2 1 4|5 2 4 2 1 5|6 1 3 1 3 6|7 4 3 2 1 7|8 2 3 2 1 8|9 6 3 1 2 9",
// "DrDrDrErErFdHlCdCdCdArIuErIuGrBdBdBdArArIu"

"52|1 0 2 2 1 1|2 3 1 1 3 2|3 5 5 2 1 3|4 1 4 1 2 4|5 0 3 2 1 5|6 2 0 1 3 6|7 2 4 2 1 7|8 0 5 1 2 8|9 5 1 1 3 9",
// "ClFdGrFdFdArFdErGrBdBdArBdErDuDuDuDuAlElBuBuBuClGlHuHuHuHuElFuHuAlFuClClClFuGlGlBdBdGlFdFdArArArIdIdAr"

