"12|1 0 2 2 1 1|2 2 2 1 2 2|3 4 2 1 2 3|4 5 0 1 3 4|5 2 4 3 1 5",
// "BuBuArArCuCuArDdDdDdAr"

"22|1 1 2 2 1 1|2 4 0 1 3 2|3 5 0 1 3 3|4 2 4 1 3 4|5 5 4 2 1 5",
// "AlBdCdDuDuDuElElCdCdElBdBdElElDdDdArArArAr"

"11|1 0 2 2 1 1|2 3 3 2 1 2|3 3 0 1 3 3|4 3 4 2 1 4|5 2 1 1 2 5",
// "BrCdDrCdCdEuArArArAr"

"14|1 0 2 2 1 1|2 4 0 1 3 2|3 3 3 2 1 3|4 5 0 1 3 4|5 0 3 3 1 5",
// "ArArDdDdDdDdCrCrBdBdBdArAr"

"13|1 1 2 2 1 1|2 3 4 3 1 2|3 3 0 1 3 3|4 2 5 2 1 4|5 6 1 1 3 5",
// "BlBlBlCdCdDlCdArArArEdEd"

"10|1 0 2 2 1 1|2 3 2 1 2 2|3 4 2 1 2 3|4 5 2 1 3 4|5 5 5 2 1 5",
// "ArBdArCdArElElDdAr"

"18|1 0 2 2 1 1|2 4 0 1 3 2|3 2 1 1 3 3|4 5 4 2 1 4|5 6 0 1 3 5",
// "BdDlDlDlBdBdDlDlCdCdArArArArEdEdEd"

"9|1 2 2 2 1 1|2 6 0 1 3 2|3 5 3 2 1 3|4 4 1 1 2 4|5 5 4 2 1 5",
// "ClBdDuArArElBdBd"

"16|1 0 2 2 1 1|2 2 2 1 2 2|3 6 0 1 3 3|4 4 0 1 3 4|5 4 4 3 1 5",
// "BuBuArArCdDdElCdCdElElDdDdArAr"

"19|1 0 2 2 1 1|2 5 0 1 3 2|3 4 1 1 3 3|4 4 4 3 1 4|5 3 4 1 3 5",
// "ArBdEuEuEuDlDlBdBdDlCdCdDlEdEdArArAr"

"11|1 2 2 2 1 1|2 5 0 1 3 2|3 5 4 2 1 3|4 6 2 1 2 4|5 4 2 1 2 5",
// "BdClClBdBdClDdEdArAr"

"15|1 0 2 2 1 1|2 4 1 1 3 2|3 6 0 1 3 3|4 5 4 2 1 4|5 4 5 2 1 5",
// "ArArCdDlCdCdDlDlBdElElBdArAr"

"13|1 1 2 2 1 1|2 3 0 1 3 2|3 4 1 1 3 3|4 1 5 3 1 4|5 3 4 3 1 5",
// "BdDlElElCdCdElBdBdArArAr"

"14|1 0 2 2 1 1|2 5 0 1 3 2|3 4 3 3 1 3|4 5 5 2 1 4|5 2 3 2 1 5",
// "ArArArDlDlElClElClBdBdBdAr"

"13|1 0 2 2 1 1|2 2 2 1 3 2|3 3 0 1 3 3|4 1 5 3 1 4|5 6 2 1 2 5",
// "CdCdDrDrBdArDrCdArArArEd"

"13|1 0 2 2 1 1|2 2 1 1 3 2|3 5 1 1 2 3|4 3 0 1 3 4|5 2 5 2 1 5",
// "BdCuDdDdErBdArErDdArArAr"

"10|1 0 2 2 1 1|2 2 1 1 3 2|3 5 4 2 1 3|4 5 2 1 2 4|5 4 2 1 2 5",
// "BdBdArArDuDuEdArAr"

"15|1 0 2 2 1 1|2 3 0 1 3 2|3 6 2 1 3 3|4 3 5 3 1 4|5 3 4 3 1 5",
// "ArBdCdDlDlDlElElElBdBdArArAr"

"9|1 0 2 2 1 1|2 3 1 1 2 2|3 5 1 1 2 3|4 4 2 1 2 4|5 4 4 1 2 5",
// "ArBuArCuDuDuArAr"

"15|1 1 2 2 1 1|2 4 1 1 3 2|3 3 0 1 3 3|4 6 1 1 3 4|5 5 5 2 1 5",
// "BdCdCdDdElDdElElBdElCdArArAr"

"11|1 0 2 2 1 1|2 3 1 1 2 2|3 6 1 1 3 3|4 4 1 1 2 4|5 3 0 2 1 5",
// "ArBdBdArCdCdDdDdArAr"

"17|1 0 2 2 1 1|2 3 5 2 1 2|3 3 0 1 3 3|4 4 0 1 3 4|5 4 3 3 1 5",
// "ArBrBrCdCdCdArCdElElElDdDdDdArAr"

"11|1 0 2 2 1 1|2 4 1 1 2 2|3 5 2 1 3 3|4 4 5 2 1 4|5 3 2 1 3 5",
// "ArBuDlCdDlDlEdArArAr"

"13|1 0 2 2 1 1|2 2 2 1 2 2|3 2 4 2 1 3|4 3 0 1 3 4|5 2 5 3 1 5",
// "BuBuArClDdDdErErDdArArAr"

"7|1 2 2 2 1 1|2 6 0 1 3 2|3 5 1 1 2 3",
// "ArBdBdBdCuAr"

"11|1 0 2 2 1 1|2 3 2 1 2 2|3 3 4 2 1 3|4 4 2 1 2 4|5 6 1 1 3 5",
// "ArBuBuArClDdArArEdEd"

"16|1 1 2 2 1 1|2 5 0 1 3 2|3 5 3 2 1 3|4 4 0 1 3 4|5 5 4 2 1 5",
// "ArClClBdClDdElElBdBdElDdDdArAr"

"17|1 1 2 2 1 1|2 5 0 1 3 2|3 3 3 1 3 3|4 5 4 2 1 4|5 4 1 1 3 5",
// "BdCuCuDlDlBdBdDlDlCdCdArEdEdArAr"

"17|1 0 2 2 1 1|2 5 0 1 3 2|3 6 2 1 2 3|4 2 0 1 3 4|5 1 4 3 1 5",
// "BdCdDdErErDdDdArArArDuDuElBdBdAr"

"11|1 0 2 2 1 1|2 6 0 1 3 2|3 4 4 3 1 3|4 4 1 1 2 4|5 2 1 1 2 5",
// "BdClBdBdDuEuArArArAr"

"14|1 0 2 2 1 1|2 4 0 1 3 2|3 6 1 1 3 3|4 3 0 1 3 4|5 1 3 3 1 5",
// "ArBdBdBdCdCdElDdDdDdArArAr"

"15|1 0 2 2 1 1|2 2 0 1 3 2|3 0 4 3 1 3|4 4 2 1 2 4|5 3 2 1 2 5",
// "BdCrCrCrBdBdArCrDuDuEdArArAr"

"14|1 0 2 2 1 1|2 4 5 2 1 2|3 4 0 1 3 3|4 5 1 1 3 4|5 2 5 1 2 5",
// "ArArBlCdCdDdDdEuEuBlCdArAr"

"10|1 0 2 2 1 1|2 4 2 1 2 2|3 2 2 1 2 3|4 5 2 1 2 4|5 6 1 1 3 5",
// "BdCdArArArDdArEdEd"

"13|1 0 2 2 1 1|2 4 1 1 3 2|3 4 5 3 1 3|4 2 1 1 2 4|5 1 5 1 2 5",
// "BdClClDuArArEuEuClBdArAr"

"16|1 1 2 2 1 1|2 4 0 1 3 2|3 3 5 3 1 3|4 3 0 1 3 4|5 5 0 1 3 5",
// "BdBdClClBdClDdDdDdArArEdEdEdAr"

"18|1 0 2 2 1 1|2 3 0 1 3 2|3 5 5 2 1 3|4 5 0 1 3 4|5 4 3 3 1 5",
// "ArBdBdClClClClBdArArBdElElDdDdDdAr"

"20|1 0 2 2 1 1|2 0 5 3 1 2|3 4 5 1 2 3|4 3 4 3 1 4|5 2 2 1 3 5",
// "BrEuDlDlCuCuBrBrCuCuCuDrDrEdEdArArArAr"

"14|1 1 2 2 1 1|2 3 0 1 3 2|3 6 0 1 3 3|4 5 3 2 1 4|5 4 4 3 1 5",
// "BdBdBdArArArBuBuDlCdElCdCd"

"12|1 1 2 2 1 1|2 4 5 3 1 2|3 5 0 1 3 3|4 4 2 1 3 4|5 6 1 1 2 5",
// "ArBlBlBlCdCdCdDdArArEu"

"10|1 1 2 2 1 1|2 6 0 1 3 2|3 3 1 1 2 3|4 4 1 1 2 4|5 5 2 1 3 5",
// "BdBdBdCuArDuArEdAr"

"9|1 1 2 2 1 1|2 4 2 1 2 2|3 5 1 1 3 3|4 3 2 1 2 4|5 3 4 1 3 5",
// "BdCdCdDuDuArArAr"

"16|1 0 2 2 1 1|2 4 0 1 3 2|3 2 1 1 3 3|4 5 0 1 3 4|5 3 4 2 1 5",
// "BdDdDdDdElBdBdElElCdCdArArArAr"

"14|1 1 2 2 1 1|2 6 0 1 3 2|3 4 4 3 1 3|4 4 1 1 3 4|5 3 3 1 2 5",
// "ArBdEdEdClBdBdClClDdDdArAr"

"14|1 0 2 2 1 1|2 6 0 1 3 2|3 2 0 1 3 3|4 4 5 3 1 4|5 3 5 1 2 5",
// "BdBdCdCdCdArArArArEuEuDlBd"

"16|1 1 2 2 1 1|2 5 1 1 3 2|3 3 1 1 3 3|4 4 5 3 1 4|5 5 4 2 1 5",
// "DlDlDlDlElElBdBdElElCdCdArArAr"

"15|1 0 2 2 1 1|2 3 1 1 3 2|3 4 1 1 3 3|4 4 4 3 1 4|5 3 5 2 1 5",
// "ArDlDlDlCdDlBdErBdArErCdArAr"

"10|1 0 2 2 1 1|2 2 1 1 3 2|3 5 1 1 2 3|4 1 5 2 1 4|5 6 2 1 3 5",
// "BdCuDlBdArArArArEd"

"17|1 0 2 2 1 1|2 5 0 1 3 2|3 3 1 1 3 3|4 4 4 3 1 4|5 4 3 3 1 5",
// "ArDlDlDlDlCdCdArArCdElElBdBdBdAr"

"18|1 2 2 2 1 1|2 4 0 1 3 2|3 2 3 1 2 3|4 4 4 3 1 4|5 3 3 1 3 5",
// "AlBdCdCdEuEuDlDlDlBdBdDlEdEdArArAr"

"14|1 0 2 2 1 1|2 3 2 1 2 2|3 5 0 1 3 3|4 4 2 1 3 4|5 5 3 2 1 5",
// "ArBdArBdDdArDdElElCdCdCdAr"

"14|1 1 2 2 1 1|2 5 0 1 3 2|3 5 4 2 1 3|4 3 3 1 2 4|5 4 1 1 3 5",
// "ArBdClDdDdClBdBdClEdEdArAr"

"10|1 0 2 2 1 1|2 6 2 1 2 2|3 5 4 2 1 3|4 5 1 1 2 4|5 4 0 3 1 5",
// "ArArArBuElBuElDuAr"

"13|1 0 2 2 1 1|2 3 0 1 3 2|3 4 1 1 3 3|4 5 1 1 2 4|5 3 5 2 1 5",
// "ArBdBdCdDuErBdArErCdArAr"

"13|1 0 2 2 1 1|2 2 0 1 3 2|3 0 4 3 1 3|4 6 2 1 2 4|5 6 4 1 2 5",
// "BdCrCrCrBdBdArArArArDuDu"

"10|1 0 2 2 1 1|2 2 4 2 1 2|3 2 2 1 2 3|4 4 1 1 2 4|5 3 2 1 2 5",
// "BrBrCdArDuEdArArAr"

"13|1 0 2 2 1 1|2 3 0 1 3 2|3 5 1 1 2 3|4 4 1 1 3 4|5 3 4 2 1 5",
// "ArBdCuErBdBdArErDdDdArAr"

"11|1 0 2 2 1 1|2 2 2 1 2 2|3 3 0 1 3 3|4 4 1 1 2 4|5 1 4 2 1 5",
// "BuBuArCdCdCdArDuArAr"

"16|1 0 2 2 1 1|2 5 1 1 3 2|3 4 1 1 2 3|4 3 3 1 3 4|5 4 4 3 1 5",
// "ArCuDuDuElElBdBdElElDdDdArArAr"

"12|1 0 2 2 1 1|2 5 1 1 2 2|3 6 0 1 3 3|4 2 1 1 3 4|5 1 5 2 1 5",
// "BuCdCdCdDdElDdArArArAr"

"10|1 2 2 2 1 1|2 5 0 1 3 2|3 4 1 1 2 3|4 6 1 1 2 4|5 5 3 2 1 5",
// "CuArDuElElBdBdBdAr"

"18|1 1 2 2 1 1|2 5 0 1 3 2|3 3 0 1 3 3|4 4 4 3 1 4|5 5 5 2 1 5",
// "BdCdDlDlBdDlDlCdElElBdElElCdArArAr"

"11|1 0 2 2 1 1|2 6 1 1 2 2|3 3 2 1 3 3|4 4 0 1 3 4|5 4 3 2 1 5",
// "ArBuCdArErDdDdDdArAr"

"13|1 0 2 2 1 1|2 5 1 1 2 2|3 4 2 1 2 3|4 6 0 1 3 4|5 3 0 1 3 5",
// "ArBuCdDdDdDdEdEdEdArArAr"

"16|1 0 2 2 1 1|2 5 1 1 3 2|3 4 4 3 1 3|4 4 0 1 3 4|5 5 5 2 1 5",
// "ArArClClBdClDdDdElElBdElDdArAr"

"10|1 0 2 2 1 1|2 2 1 1 2 2|3 2 0 2 1 3|4 6 1 1 2 4|5 3 1 1 2 5",
// "BdBdArClDuEuArArAr"

"17|1 0 2 2 1 1|2 2 0 1 3 2|3 5 2 1 2 3|4 4 0 1 3 4|5 2 3 3 1 5",
// "CdCdErBdBdBdArArBdElElDdDdDdArAr"

"9|1 0 2 2 1 1|2 3 2 1 2 2|3 3 4 1 2 3|4 6 2 1 3 4|5 5 2 1 2 5",
// "ArBuBuArArDdEdAr"

"20|1 0 2 2 1 1|2 5 0 1 3 2|3 5 4 2 1 3|4 2 3 1 3 4|5 4 0 1 3 5",
// "BdClClBdBdDuDuClClClDdDdArArEdEdEdArAr"

"19|1 0 2 2 1 1|2 5 5 2 1 2|3 3 2 1 3 3|4 5 0 1 3 4|5 5 4 2 1 5",
// "ArBlBlBlBlCuDdElElDdDdElElCdCdArArAr"

"14|1 0 2 2 1 1|2 3 1 1 3 2|3 4 5 3 1 3|4 4 2 1 3 4|5 1 5 1 2 5",
// "ArBdClClEuEuClClBdArDdArAr"

"13|1 0 2 2 1 1|2 2 1 1 2 2|3 0 0 3 1 3|4 4 4 3 1 4|5 5 0 1 3 5",
// "BdBdArArArBuDlDlEdEdEdAr"

"12|1 1 2 2 1 1|2 3 0 1 3 2|3 1 5 3 1 3|4 2 3 3 1 4|5 0 5 1 2 5",
// "CrCrCrDrDrBdBdBdArArAr"

"15|1 2 2 2 1 1|2 4 1 1 2 2|3 5 1 1 3 3|4 4 5 3 1 4|5 3 4 1 3 5",
// "AlBuCdEuEuDlDlCdDlDlEdArArAr"

"16|1 0 2 2 1 1|2 5 1 1 3 2|3 5 5 2 1 3|4 4 0 1 3 4|5 2 2 1 3 5",
// "BdClClBdClClClDdDdDdEdArArArAr"

"19|1 0 2 2 1 1|2 5 0 1 3 2|3 3 0 1 3 3|4 5 5 2 1 4|5 4 4 3 1 5",
// "ArBdCdDlDlDlDlElElBdBdElElCdCdArArAr"

"15|1 0 2 2 1 1|2 5 2 1 3 2|3 3 1 1 3 3|4 5 5 2 1 4|5 4 0 1 3 5",
// "ArCdDlDlBdDlDlCdArEdEdEdArAr"

"15|1 0 2 2 1 1|2 5 2 1 2 2|3 2 0 1 3 3|4 0 5 3 1 4|5 5 5 1 2 5",
// "BuBuCdCdDrDrEuEuDrCdArArArAr"

"17|1 1 2 2 1 1|2 4 0 1 3 2|3 5 0 1 3 3|4 4 3 3 1 4|5 3 0 1 3 5",
// "DlDlCdCdCdDlBdBdBdDlEdEdEdArArAr"

"14|1 1 2 2 1 1|2 4 0 1 3 2|3 3 4 3 1 3|4 3 1 1 3 4|5 1 3 1 2 5",
// "BdClEdEdClBdBdClDdDdArArAr"

"24|1 3 2 2 1 1|2 5 0 1 3 2|3 3 3 1 3 3|4 4 4 2 1 4|5 2 4 1 3 5",
// "AlAlAlBdCuCuDlBdBdEuEuEuDlDlCdCdDlEdEdArArArAr"

"12|1 0 2 2 1 1|2 4 1 1 2 2|3 2 1 1 2 3|4 3 1 1 3 4|5 6 0 1 3 5",
// "BuCuArDdDdArArArEdEdEd"

"19|1 0 2 2 1 1|2 4 4 3 1 2|3 3 4 1 3 3|4 5 1 1 3 4|5 4 0 1 3 5",
// "ArCuCuCuBlBlBlBlCdCdArDdDdEdEdEdArAr"

"12|1 1 2 2 1 1|2 5 0 1 3 2|3 5 4 2 1 3|4 1 4 3 1 4|5 5 3 2 1 5",
// "ArArClDlClElElBdBdBdAr"

"14|1 0 2 2 1 1|2 4 1 1 3 2|3 2 0 1 3 3|4 5 1 1 2 4|5 3 0 1 3 5",
// "BdBdCdCdCdArDuEdEdEdArArAr"

"14|1 0 2 2 1 1|2 3 0 1 3 2|3 5 2 1 3 3|4 5 5 2 1 4|5 6 2 1 2 5",
// "ArBdBdDlDlCdDlDlBdArArArEd"

"11|1 1 2 2 1 1|2 5 1 1 3 2|3 5 5 2 1 3|4 3 1 1 2 4|5 4 2 1 3 5",
// "BdClClBdClDuArEdArAr"

"14|1 1 2 2 1 1|2 5 1 1 3 2|3 5 5 2 1 3|4 5 4 2 1 4|5 3 5 1 2 5",
// "ArArClDlDlBdDlDlEuEuClBdAr"

"11|1 0 2 2 1 1|2 6 1 1 3 2|3 5 4 2 1 3|4 3 2 1 3 4|5 2 1 1 3 5",
// "ClBdBdDdEdEdArArArAr"

"15|1 1 2 2 1 1|2 5 5 2 1 2|3 5 0 1 3 3|4 5 4 2 1 4|5 4 4 1 2 5",
// "ArArCdEdDlDlCdDlEuEuBlBlCdAr"

"14|1 0 2 2 1 1|2 2 0 1 3 2|3 2 4 2 1 3|4 5 1 1 3 4|5 4 5 3 1 5",
// "BdCrBdBdArArArBuDdElElDdAr"

"12|1 0 2 2 1 1|2 2 2 1 2 2|3 2 4 2 1 3|4 3 0 1 3 4|5 6 2 1 3 5",
// "BuBuArClDdDdDdArArArEd"

"11|1 1 2 2 1 1|2 3 0 1 3 2|3 2 4 2 1 3|4 4 1 1 3 4|5 6 1 1 2 5",
// "BdClBdBdArDdDdArArEu"

"10|1 0 2 2 1 1|2 2 2 1 2 2|3 1 4 2 1 3|4 5 2 1 2 4|5 4 1 1 3 5",
// "BuBuArArDdEdEdArAr"

"13|1 0 2 2 1 1|2 4 0 1 3 2|3 5 1 1 2 3|4 6 0 1 3 4|5 3 1 1 2 5",
// "ArBdBdBdCuDdDdDdEuArArAr"

"16|1 2 2 2 1 1|2 5 0 1 3 2|3 5 5 2 1 3|4 4 5 1 2 4|5 3 3 1 3 5",
// "AlBdBdDuDuClEuClBdClClEdArArAr"

"10|1 0 2 2 1 1|2 3 1 1 3 2|3 2 2 1 2 3|4 6 2 1 2 4|5 2 4 1 2 5",
// "BdBdCuCuArArArArDd"

"17|1 0 2 2 1 1|2 3 0 1 3 2|3 6 4 1 3 3|4 3 4 3 1 4|5 1 4 2 1 5",
// "ArBdCuCuCuDrBdBdArArArBuBuDlCdCd"

"18|1 0 2 2 1 1|2 3 0 1 3 2|3 2 0 1 3 3|4 5 0 1 3 4|5 4 5 2 1 5",
// "BdBdCdCdDdDdElDdElElBdElCdArArArAr"

"12|1 0 2 2 1 1|2 5 0 2 1 2|3 6 1 1 2 3|4 4 1 1 3 4|5 4 4 3 1 5",
// "ArArBlCuElElElDdDdArAr"

"12|1 2 2 2 1 1|2 4 1 1 3 2|3 3 4 3 1 3|4 1 4 1 3 4|5 2 3 1 2 5",
// "DuDuDuEdEdClClBdBdArAr"

"18|1 0 2 2 1 1|2 5 4 2 1 2|3 5 1 1 3 3|4 4 1 1 3 4|5 3 4 1 3 5",
// "ArBlEuEuEuBlBlBlCdCdDdDdEdEdArArAr"

"16|1 0 2 2 1 1|2 5 0 1 3 2|3 5 3 2 1 3|4 4 5 3 1 4|5 4 1 1 3 5",
// "ArArDlDlDlEdEdArEdClClBdBdBdAr"

"17|1 1 2 2 1 1|2 3 0 1 3 2|3 5 1 1 3 3|4 5 5 2 1 4|5 5 4 2 1 5",
// "BdDlDlDlDlElElCdCdElElBdBdArArAr"

"13|1 0 2 2 1 1|2 5 2 1 3 2|3 3 0 1 3 3|4 3 5 2 1 4|5 3 4 2 1 5",
// "ArBdCdDlDlElElCdCdArArAr"

"12|1 0 2 2 1 1|2 5 1 1 2 2|3 4 1 1 3 3|4 2 1 1 3 4|5 2 4 2 1 5",
// "BuCdCdElElDdDdArArArAr"

"15|1 0 2 2 1 1|2 3 0 1 3 2|3 5 1 1 3 3|4 3 3 2 1 4|5 3 5 3 1 5",
// "ArCdDlDlBdBdElCdElElBdArArAr"

"18|1 0 2 2 1 1|2 3 0 1 3 2|3 5 0 1 3 3|4 4 5 2 1 4|5 5 4 2 1 5",
// "ArBdCdDlDlDlElElCdCdElElBdBdArArAr"

"12|1 0 2 2 1 1|2 5 1 1 2 2|3 4 0 2 1 3|4 6 0 1 3 4|5 4 1 1 2 5",
// "ArArBdBdDdCrDdDdEuArAr"

"17|1 0 2 2 1 1|2 2 0 1 3 2|3 1 5 3 1 3|4 5 1 1 3 4|5 6 0 1 3 5",
// "BdBdCrCrBdArArArBuClDdDdArEdEdEd"

"15|1 1 2 2 1 1|2 4 0 1 3 2|3 6 1 1 3 3|4 5 5 2 1 4|5 3 5 2 1 5",
// "ArBdBdCdElDlCdElDlElDlBdArAr"

"14|1 0 2 2 1 1|2 4 0 1 3 2|3 3 5 3 1 3|4 2 5 1 2 4|5 2 4 2 1 5",
// "ArArBdBdElElDuDuClClBdArAr"

"9|1 0 2 2 1 1|2 6 2 1 3 2|3 2 4 2 1 3|4 2 2 1 2 4|5 5 2 1 2 5",
// "BdCrDdArArArEdAr"

"12|1 0 2 2 1 1|2 4 1 1 3 2|3 4 4 2 1 3|4 6 3 1 2 4|5 4 5 3 1 5",
// "ArArClClBdElElElBdArAr"

"15|1 0 2 2 1 1|2 5 1 1 3 2|3 3 2 1 3 3|4 5 5 2 1 4|5 4 4 1 3 5",
// "ArBdEuEuDlDlBdDlDlCdArEdArAr"

"14|1 0 2 2 1 1|2 3 1 1 3 2|3 4 1 1 3 3|4 6 1 1 3 4|5 3 5 3 1 5",
// "ArBdCdDdDdElElCdElBdArArAr"

"20|1 0 2 2 1 1|2 2 1 1 3 2|3 2 4 3 1 3|4 5 4 1 3 4|5 0 5 3 1 5",
// "DuDuDuCrBdErErErBdArArArBuBuClDdElDdAr"

"16|1 0 2 2 1 1|2 4 1 1 3 2|3 3 0 1 3 3|4 6 1 1 3 4|5 5 4 2 1 5",
// "ArCdElDdDdElElBdBdElCdCdArArAr"

"12|1 0 2 2 1 1|2 4 1 1 3 2|3 6 1 1 2 3|4 3 4 2 1 4|5 2 1 1 3 5",
// "CuDrDrBdBdEdEdArArArAr"

"14|1 0 2 2 1 1|2 5 0 1 3 2|3 4 3 2 1 3|4 6 1 1 3 4|5 3 1 1 3 5",
// "ArDdDdEdEdArArEdClBdBdBdAr"

"18|1 0 2 2 1 1|2 5 1 1 2 2|3 4 0 1 3 3|4 4 4 3 1 4|5 3 4 1 3 5",
// "ArBuCdEuEuEuDlDlDlCdCdDlEdEdArArAr"

"15|1 1 2 2 1 1|2 6 1 1 3 2|3 3 1 1 3 3|4 4 0 1 3 4|5 5 5 2 1 5",
// "BdCdDdDdElBdElElDdElCdArArAr"

"9|1 0 2 2 1 1|2 6 2 1 2 2|3 6 4 1 2 3|4 4 1 1 2 4|5 5 1 1 2 5",
// "ArArBuBuDuArEuAr"

"16|1 0 2 2 1 1|2 3 1 1 3 2|3 5 0 1 3 3|4 5 3 2 1 4|5 6 0 1 3 5",
// "ArBdBdArArBdDlDlCdCdCdArEdEdEd"

"15|1 0 2 2 1 1|2 6 1 1 2 2|3 4 1 1 3 3|4 4 4 3 1 4|5 3 2 1 3 5",
// "ArBuEuDlDlDlCdCdDlEdEdArArAr"

"17|1 0 2 2 1 1|2 6 1 1 3 2|3 4 0 1 3 3|4 5 4 2 1 4|5 3 0 1 3 5",
// "ArCdDlBdBdDlDlCdCdDlEdEdEdArArAr"

"21|1 0 2 2 1 1|2 4 0 1 3 2|3 4 5 3 1 3|4 2 5 1 2 4|5 0 4 3 1 5",
// "BdClErErErDuDuClClDuDuDuArArElElBdBdArAr"

"14|1 1 2 2 1 1|2 4 0 1 3 2|3 3 1 1 3 3|4 4 5 2 1 4|5 6 1 1 3 5",
// "BdBdCdDlDlBdDlCdArArArEdEd"

"11|1 1 2 2 1 1|2 5 0 1 3 2|3 4 3 2 1 3|4 3 2 1 2 4|5 4 1 1 2 5",
// "DdArDdClBdBdBdEuArAr"

"10|1 1 2 2 1 1|2 3 4 3 1 2|3 4 1 1 3 3|4 6 2 1 2 4|5 2 4 1 2 5",
// "ArDdEdBlBlCdCdArAr"

"14|1 1 2 2 1 1|2 3 0 1 3 2|3 5 2 1 2 3|4 4 1 1 3 4|5 4 5 3 1 5",
// "BdBdCdDdElElElDdElBdArArAr"

"12|1 0 2 2 1 1|2 5 0 1 3 2|3 4 1 1 2 3|4 4 4 3 1 4|5 3 0 2 1 5",
// "ArArBdDlDlBdBdElCuArAr"

"14|1 0 2 2 1 1|2 4 3 2 1 2|3 4 0 1 3 3|4 4 4 3 1 4|5 2 2 1 2 5",
// "BrCdDlDlDlCdCdEuEuArArArAr"

"14|1 2 2 2 1 1|2 4 5 3 1 2|3 4 2 1 3 3|4 6 1 1 2 4|5 3 4 1 3 5",
// "AlDuEuEuBlBlBlBlCdEdArArAr"

"9|1 0 2 2 1 1|2 2 1 1 2 2|3 3 2 1 2 3|4 4 2 1 3 4|5 3 5 2 1 5",
// "BuArCdArElDdArAr"

"16|1 1 2 2 1 1|2 6 1 1 3 2|3 5 4 2 1 3|4 5 1 1 3 4|5 3 3 1 3 5",
// "ClBdBdEuEuClClClDdDdEdEdArArAr"

"19|1 0 2 2 1 1|2 2 0 1 3 2|3 5 0 1 3 3|4 2 5 3 1 4|5 0 4 3 1 5",
