"12|1 1 2 2 1 1|2 3 3 3 1 2|3 3 0 1 3 3|4 1 4 3 1 4|5 4 1 1 2 5|6 0 3 1 3 6",
// "BrCdDrDrDrCdCdArEuArAr"

"18|1 2 2 2 1 1|2 5 5 2 1 2|3 3 5 1 2 3|4 4 4 1 3 4|5 6 1 1 3 5|6 3 3 1 2 6",
// "AlDuDuBlEdEdFuCuFuCuBlBlDdFuArArAr"

"23|1 1 2 2 1 1|2 4 0 1 3 2|3 3 4 3 1 3|4 3 5 3 1 4|5 3 0 1 3 5|6 2 5 1 2 6",
// "AlBdEdFuFuDlDlDlFuClClBdBdClEdEdFuFuArArArAr"

"16|1 0 2 2 1 1|2 4 0 1 3 2|3 3 2 1 2 3|4 6 1 1 3 4|5 4 3 2 1 5|6 5 5 2 1 6",
// "ArCdArDdFlDdDdErBdBdFlFlBdArAr"

"12|1 0 2 2 1 1|2 3 4 1 2 2|3 6 0 1 3 3|4 2 1 1 2 4|5 3 2 1 2 5|6 2 0 2 1 6",
// "BdCdCdCdDdDdArEdArArAr"

"14|1 0 2 2 1 1|2 2 2 1 2 2|3 5 1 1 2 3|4 5 0 2 1 4|5 4 0 1 3 5|6 3 0 1 3 6",
// "BdArCdCdEdEdEdFdFdFdArArAr"

"23|1 0 2 2 1 1|2 3 0 1 3 2|3 2 4 3 1 3|4 2 1 1 3 4|5 6 3 1 3 5|6 1 5 3 1 6",
// "BdCrDdEuEuCrBdFrFrDdArFrBdArArArBuBuClEdFlEd"

"23|1 0 2 2 1 1|2 5 0 1 3 2|3 2 0 1 3 3|4 5 5 2 1 4|5 3 0 1 3 5|6 3 3 3 1 6",
// "CdCdDlDlDlDlDlCdArCdFlBdBdBdFlFlEdEdEdArArAr"

"15|1 2 2 2 1 1|2 4 0 1 3 2|3 6 3 1 3 3|4 4 4 2 1 4|5 2 4 1 2 5|6 3 5 3 1 6",
// "BdDlEdDlBdDlDlEuEuFlFlBdArAr"

"18|1 0 2 2 1 1|2 3 4 2 1 2|3 5 4 2 1 3|4 5 1 1 3 4|5 4 5 3 1 5|6 3 5 1 2 6",
// "ArBlBlClFuFuElElFuClDdDdFuFuArArAr"

"13|1 0 2 2 1 1|2 3 1 1 3 2|3 4 0 2 1 3|4 5 1 1 2 4|5 4 2 1 2 5|6 6 0 1 3 6",
// "ArBdBdArClDuEdArArFdFdFd"

"14|1 0 2 2 1 1|2 6 1 1 3 2|3 2 1 1 2 3|4 1 0 2 1 4|5 5 0 1 3 5|6 5 4 2 1 6",
// "CdCdArArArEdFlBdBdFlEdEdAr"

"17|1 0 2 2 1 1|2 2 1 1 3 2|3 4 2 1 3 3|4 5 0 1 3 4|5 4 5 2 1 5|6 0 5 1 2 6",
// "BdDdDdElDdElCdElFuFuElBdArArArAr"

"13|1 0 2 2 1 1|2 4 1 1 2 2|3 6 1 1 2 3|4 3 0 1 3 4|5 3 3 2 1 5|6 5 2 1 2 6",
// "ArBuCuElElDdDdDdArArFdAr"

"21|1 0 2 2 1 1|2 4 0 1 3 2|3 6 0 1 3 3|4 5 5 2 1 4|5 5 4 2 1 5|6 2 5 1 2 6",
// "ArArBdCdDlDlElCdCdElElBdElElFuFuDlBdArAr"

"19|1 0 2 2 1 1|2 4 2 1 2 2|3 1 4 3 1 3|4 2 1 1 3 4|5 5 0 1 3 5|6 6 1 1 3 6",
// "BuBuCrCrDdDdArArArDuDuClEdEdEdArFdFd"

"14|1 0 2 2 1 1|2 4 0 2 1 2|3 4 1 1 2 3|4 3 0 1 3 4|5 2 1 1 3 5|6 5 1 1 2 6",
// "BrCuDdDdDdEdEdArArArFdFdAr"

"15|1 1 2 2 1 1|2 5 4 2 1 2|3 5 0 1 3 3|4 4 5 3 1 4|5 5 3 2 1 5|6 3 3 2 1 6",
// "ArArBlBlDlDlFlElFlElCdCdCdAr"

"16|1 0 2 2 1 1|2 2 4 3 1 2|3 2 0 1 3 3|4 5 2 1 2 4|5 4 2 1 2 5|6 4 0 1 2 6",
// "BlCdDuDuEdEdEdBrBrCdCdArArArAr"

"26|1 1 2 2 1 1|2 5 0 1 3 2|3 4 4 3 1 3|4 5 5 2 1 4|5 3 1 1 3 5|6 1 3 1 2 6",
// "BdDlDlDlDlEdEdArFuFuFuAlEuEuClClBdBdClClEdEdArArAr"

"12|1 1 2 2 1 1|2 6 0 1 3 2|3 4 1 1 2 3|4 5 5 2 1 4|5 5 2 1 3 5|6 4 4 1 2 6",
// "ArBdBdCuArFuDlBdDlEdAr"

"14|1 0 2 2 1 1|2 3 1 1 2 2|3 5 3 2 1 3|4 5 0 1 3 4|5 4 3 1 3 5|6 3 6 3 1 6",
// "ArBuArArFlFlEdClClDdDdDdAr"

"30|1 1 2 2 1 1|2 5 0 1 3 2|3 5 5 2 1 3|4 4 4 1 3 4|5 2 4 1 3 5|6 0 3 3 1 6",
// "AlDuDuClClDuDuFrFrFrEuEuClClClEdArArEdFlBdBdBdFlDdDdDdArAr"

"10|1 1 2 2 1 1|2 6 1 1 3 2|3 4 4 2 1 3|4 4 2 1 2 4|5 3 1 2 1 5|6 3 2 1 2 6",
// "BdBdElDuDuFdArArAr"

"19|1 0 2 2 1 1|2 6 0 1 3 2|3 2 2 1 3 3|4 4 0 1 3 4|5 4 3 2 1 5|6 3 4 2 1 6",
// "BdBdBdBdCuErDdFlDdDdFlFlCdCdArArArAr"

"13|1 1 2 2 1 1|2 5 0 2 1 2|3 6 1 1 3 3|4 5 1 1 2 4|5 5 5 2 1 5|6 4 1 1 3 6",
// "ArCdDdDdElCdElElFdFdArAr"

"21|1 0 2 2 1 1|2 2 0 1 3 2|3 0 5 3 1 3|4 3 1 1 3 4|5 4 5 1 2 5|6 6 0 1 3 6",
// "BdBdCrDdEuEuCrCrBdArCrDdArArArDuClFdFdFd"

"13|1 1 2 2 1 1|2 3 3 3 1 2|3 3 0 1 3 3|4 6 3 1 3 4|5 3 4 3 1 5|6 4 1 1 2 6",
// "DdBrCdElElElCdCdArFuArAr"

"17|1 0 2 2 1 1|2 6 1 1 3 2|3 3 4 2 1 3|4 3 2 1 2 4|5 4 1 1 3 5|6 2 3 1 3 6",
// "BdBdFuFuClClClDdEdEdFdFdArArArAr"

"22|1 0 2 2 1 1|2 3 0 1 3 2|3 2 0 1 3 3|4 0 3 3 1 4|5 5 2 1 3 5|6 5 5 2 1 6",
// "BdBdFlFlEdEdFlFlBdBdDrDrDrCdCdFlCdArArArAr"

"13|1 0 2 2 1 1|2 2 5 3 1 2|3 3 1 1 3 3|4 6 2 1 2 4|5 4 4 3 1 5|6 4 2 1 2 6",
// "ArBrBrCdCdArDuDuFuFuArAr"

"16|1 0 2 2 1 1|2 2 1 1 3 2|3 3 0 1 3 3|4 3 5 2 1 4|5 6 1 1 3 5|6 5 5 2 1 6",
// "BdCdCdDlDlCdDlBdArArArArEdFlEd"

"12|1 1 2 2 1 1|2 5 2 1 3 2|3 2 4 3 1 3|4 4 0 1 3 4|5 3 2 1 2 5|6 1 3 1 2 6",
// "BdDdEuEuArFuClDdDdArAr"

"12|1 1 2 2 1 1|2 4 1 1 2 2|3 5 0 1 3 3|4 3 2 1 2 4|5 6 1 1 3 5|6 3 4 2 1 6",
// "BuCdCdCdDuDuArArArEdEd"

"26|1 1 2 2 1 1|2 3 0 1 3 2|3 5 0 1 3 3|4 4 5 2 1 4|5 3 4 2 1 5|6 1 3 1 2 6",
// "BdCdDlDlDlErBdBdArFuFuFuAlBuBuElCdCdElElBdBdArArAr"

"15|1 0 2 2 1 1|2 3 2 1 3 2|3 6 0 1 3 3|4 4 0 1 3 4|5 4 5 2 1 5",
// "ArCdCdCdDdDdElElDdElBdArArAr"

"13|1 0 2 2 1 1|2 5 2 1 2 2|3 6 0 1 3 3|4 4 1 1 2 4|5 5 4 1 3 5|6 3 1 1 3 6",
// "ArBuBuCdCdCdDuFdFdArArAr"

"16|1 1 2 2 1 1|2 3 0 1 3 2|3 5 1 1 3 3|4 3 5 3 1 4|5 0 4 1 3 5|6 6 1 1 3 6",
// "BdBdCdDlCdDlEuEuDlBdArArArFdFd"

"11|1 1 2 2 1 1|2 4 1 1 2 2|3 4 0 2 1 3|4 3 1 1 3 4|5 3 4 2 1 5|6 5 2 1 2 6",
// "BdElBdElDdDdArArFdAr"

"13|1 0 2 2 1 1|2 3 0 1 3 2|3 4 1 1 2 3|4 5 2 1 2 4|5 2 1 1 2 5|6 3 3 2 1 6",
// "CuDdDdEuArFrBdBdBdArArAr"

"14|1 0 2 2 1 1|2 3 0 1 3 2|3 2 5 3 1 3|4 6 2 1 2 4|5 5 1 1 2 5|6 2 3 3 1 6",
// "ArCrCrDdEuFlFlBdBdBdArArAr"

"13|1 0 2 2 1 1|2 5 0 2 1 2|3 5 1 1 2 3|4 5 3 1 3 4|5 3 2 1 3 5|6 3 0 1 2 6",
// "ArBlEdFdBlBlBlCuFuArArAr"

"19|1 0 2 2 1 1|2 4 0 1 3 2|3 3 4 2 1 3|4 4 5 3 1 4|5 2 4 1 2 5|6 5 0 1 3 6",
// "BdDlEuDlDlEuClBdBdEuEuArArArFdFdFdAr"

"12|1 0 2 2 1 1|2 6 2 1 2 2|3 3 0 1 3 3|4 3 5 3 1 4|5 2 2 1 2 5|6 4 1 1 2 6",
// "BdCdCdDrCdEdArArFuArAr"

"14|1 0 2 2 1 1|2 3 0 3 1 2|3 5 1 1 2 3|4 2 1 1 3 4|5 1 4 3 1 5|6 3 1 1 2 6",
// "BlBlBlCuErErDdDdArFuArArAr"

"21|1 0 2 2 1 1|2 3 0 1 3 2|3 5 0 1 3 3|4 5 4 2 1 4|5 2 1 1 2 5|6 4 4 1 3 6",
// "BdCdEuArFuFuFuDlDlCdCdDlDlBdBdArFdFdArAr"

"17|1 0 2 2 1 1|2 4 2 1 3 2|3 5 0 1 3 3|4 5 5 2 1 4|5 3 5 2 1 5|6 1 5 1 2 6",
// "ArArCdCdElDlFuFuElDlCdElDlBdArAr"

"10|1 2 2 2 1 1|2 4 3 1 2 2|3 5 4 2 1 3|4 6 1 1 3 4|5 4 5 1 2 5|6 3 1 2 1 6",
// "BuClClClBdArArDdDd"

"16|1 0 2 2 1 1|2 2 1 1 2 2|3 4 2 1 3 3|4 6 0 1 3 4|5 3 5 2 1 5|6 2 4 1 3 6",
// "BuDdDdDdFuFuElCdElElFdArArArAr"

"10|1 0 2 2 1 1|2 3 0 2 1 2|3 4 2 1 2 3|4 3 1 1 2 4|5 5 1 1 2 5|6 6 2 1 2 6",
// "ArCdDdDdArArEuArFd"

"11|1 0 2 2 1 1|2 3 4 1 3 2|3 3 2 1 2 3|4 2 2 1 3 4|5 4 1 1 3 5|6 6 1 1 2 6",
// "CuCuDdArArEdEdArArFu"

"27|1 0 2 2 1 1|2 3 0 1 3 2|3 2 4 2 1 3|4 1 3 1 2 4|5 5 0 1 3 5|6 3 5 2 1 6",
// "ArBdCrCrBdEdFlFlBdArDuDuDuAlBuBuClClClBdBdArArEdEdAr"

"20|1 0 2 2 1 1|2 4 1 1 3 2|3 6 0 1 3 3|4 4 4 3 1 4|5 3 2 1 3 5|6 4 5 2 1 6",
// "ArCdEuDlCdCdDlDlBdDlEdFlFlBdFlEdArArAr"

"17|1 0 2 2 1 1|2 5 4 2 1 2|3 2 4 3 1 3|4 1 4 1 3 4|5 0 1 2 1 5|6 5 0 1 3 6",
// "ArArArDuDuErErDuClBlClBlFdFdFdAr"

"18|1 0 2 2 1 1|2 2 4 3 1 2|3 4 1 1 3 3|4 1 4 1 3 4|5 0 1 2 1 5|6 2 2 1 2 6",
// "BrDuErErFdArArDuDuFdFdBlBlCdCdArAr"

"11|1 1 2 2 1 1|2 5 2 1 2 2|3 6 0 1 3 3|4 5 4 1 2 4|5 3 1 1 2 5|6 4 1 1 2 6",
// "BuBuCdCdCdEuArFuArAr"

"25|1 1 2 2 1 1|2 5 0 1 3 2|3 4 0 1 3 3|4 5 5 2 1 4|5 2 4 1 3 5|6 1 3 3 1 6",
// "AlDlDlFrFrEuEuDlDlDlEdArArEdFlBdBdBdFlCdCdCdArAr"

"13|1 0 2 2 1 1|2 3 0 3 1 2|3 3 2 1 2 3|4 5 1 1 2 4|5 4 1 1 2 5|6 6 0 1 3 6",
// "ArBlBlCdArDuEuArArFdFdFd"

"20|1 0 2 2 1 1|2 3 1 1 3 2|3 5 1 1 3 3|4 5 4 2 1 4|5 6 0 1 3 5|6 4 3 1 3 6",
// "ArEdFuFuDlDlCdCdDlDlBdBdArEdEdFdFdArAr"

"28|1 1 2 2 1 1|2 5 0 1 3 2|3 3 0 1 3 3|4 5 5 2 1 4|5 1 4 1 2 5|6 3 4 2 1 6",
// "BdCdDlDlDlEuDlFrCdCdArEuEuEuAlCuCuFlBdBdFlFlCdCdArArAr"

"11|1 1 2 2 1 1|2 4 4 3 1 2|3 4 2 1 2 3|4 4 0 3 1 4|5 1 4 1 3 5|6 3 0 1 2 6",
// "ArBlBlEuEuEuBlCdArAr"

"18|1 0 2 2 1 1|2 3 1 1 3 2|3 5 1 1 3 3|4 0 4 1 3 4|5 4 4 3 1 5|6 2 3 1 2 6",
// "ArDuDuDuElFdFdElCdCdElElBdBdArArAr"

"14|1 1 2 2 1 1|2 3 0 1 3 2|3 5 2 1 3 3|4 2 5 2 1 4|5 1 5 1 2 5|6 4 0 1 3 6",
// "BdBdCdEuEuDlBdArFdFdFdArAr"

"13|1 1 2 2 1 1|2 3 4 3 1 2|3 2 3 1 3 3|4 4 1 1 2 4|5 5 1 1 3 5|6 4 0 3 1 6",
// "ArFlFlFlDuArCuCuBlEdEdAr"

"16|1 0 2 2 1 1|2 3 1 1 2 2|3 6 0 1 3 3|4 5 5 2 1 4|5 5 0 1 3 5|6 2 5 3 1 6",
// "ArBuArArCdCdEdEdFlDlCdFlDlEdAr"

"12|1 0 2 2 1 1|2 5 2 1 2 2|3 6 1 1 3 3|4 4 4 1 2 4|5 5 5 2 1 5|6 3 1 1 3 6",
// "ArBdCdDuElCdFdFdArArAr"

"23|1 0 2 2 1 1|2 4 0 1 3 2|3 4 5 3 1 3|4 3 4 1 3 4|5 2 3 3 1 5|6 2 4 1 2 6",
// "ErFuFuFuElElBdBdElDuDuClClClBdClDdFuArArArAr"

"13|1 2 2 2 1 1|2 5 2 1 2 2|3 4 1 1 3 3|4 4 4 2 1 4|5 6 1 1 3 5|6 4 5 3 1 6",
// "DlBdDlCdEdFlEdFlFlCdArAr"

"21|1 0 2 2 1 1|2 2 0 1 3 2|3 2 4 3 1 3|4 2 5 2 1 4|5 3 1 1 3 5|6 6 3 1 3 6",
// "BdCrBdDrBdArDrFuFuCrEdEdArArArEuEuClFdFd"

"16|1 0 2 2 1 1|2 3 5 3 1 2|3 5 0 1 3 3|4 2 5 1 2 4|5 5 4 2 1 5|6 4 3 1 2 6",
// "ArArArCdDuDuBlBlFdFdElElCdCdAr"

"14|1 0 2 2 1 1|2 2 1 1 3 2|3 3 1 1 3 3|4 2 4 3 1 4|5 5 2 1 2 5|6 4 1 2 1 6",
// "DrBdBdArDrCdCdArArFlEuEuAr"

"15|1 1 2 2 1 1|2 6 0 1 3 2|3 4 1 1 2 3|4 4 0 2 1 4|5 3 0 1 3 5|6 4 4 3 1 6",
// "BdDrCuEdEdEdArArArEuEuFlBdBd"

"19|1 0 2 2 1 1|2 2 2 1 3 2|3 3 5 1 2 3|4 5 1 1 3 4|5 4 4 2 1 5|6 0 5 3 1 6",
// "CuCuCuCuCuElDdFrFrFrBdArArArBuFlDdAr"

"24|1 0 2 2 1 1|2 4 2 1 3 2|3 5 3 2 1 3|4 5 0 1 3 4|5 5 4 2 1 5|6 3 4 1 3 6",
// "ArBuElFuFuFuElElBdBdBdClElFdFdArArFdClDdDdDdAr"

"20|1 0 2 2 1 1|2 6 0 1 3 2|3 4 0 1 3 3|4 3 5 3 1 4|5 5 4 2 1 5|6 2 4 1 2 6",
// "BdCdElBdBdElFuDlDlFuElCdCdFuFuArArArAr"

"25|1 2 2 2 1 1|2 4 0 1 3 2|3 4 3 3 1 3|4 4 5 3 1 4|5 1 5 1 2 5|6 2 5 1 2 6",
// "AlAlClDlEuEuFuFuDlDlFuFuClFuArArEuEuClBdBdBdArAr"

"19|1 0 2 2 1 1|2 2 0 1 3 2|3 1 5 3 1 3|4 4 1 1 2 4|5 3 1 1 3 5|6 6 0 1 3 6",
// "BdBdCrCrBdArCrDuEdEdArArArEuClFdFdFd"

"16|1 0 2 2 1 1|2 5 3 1 2 2|3 3 4 2 1 3|4 2 0 1 3 4|5 4 0 1 3 5|6 1 4 2 1 6",
// "BdBdCrCrDdEdEdEdFlDdDdArArArAr"

"12|1 1 2 2 1 1|2 5 1 1 2 2|3 3 0 1 3 3|4 4 0 2 1 4|5 2 4 3 1 5|6 3 5 2 1 6",
// "BdBdCdElElCdFrCdArArAr"

"16|1 2 2 2 1 1|2 4 0 1 3 2|3 3 5 2 1 3|4 5 2 1 3 4|5 2 4 1 2 5|6 2 3 3 1 6",
// "DdDdFrEuClClClEdFlFlBdBdBdArAr"

"25|1 0 2 2 1 1|2 4 4 3 1 2|3 5 1 1 3 3|4 4 5 3 1 4|5 3 4 1 3 5|6 2 5 1 2 6",
// "EuEuDlEuBlFuFuDlDlDlFuBlBlBlCdCdEdEdFuFuArArArAr"

"14|1 2 2 2 1 1|2 3 5 2 1 2|3 0 5 3 1 3|4 5 5 1 2 4|5 5 3 2 1 5|6 4 1 1 3 6",
// "DuFuElElDuBrBrElFdFdFdArAr"

"13|1 0 2 2 1 1|2 3 2 1 2 2|3 3 4 2 1 3|4 6 0 1 3 4|5 4 2 1 2 5|6 5 2 1 3 6",
// "ArBuBuArClDdDdDdEdArFdAr"

"14|1 0 2 2 1 1|2 2 0 1 3 2|3 2 4 2 1 3|4 3 2 1 2 4|5 4 2 1 3 5|6 3 5 2 1 6",
// "BdClClBdBdArDdArFrFrEdArAr"

"17|1 0 2 2 1 1|2 3 0 1 3 2|3 3 4 3 1 3|4 5 2 1 2 4|5 4 0 1 3 5|6 6 1 1 3 6",
// "ArBdClClClBdBdArDdEdEdEdArArFdFd"

"18|1 2 2 2 1 1|2 6 0 1 3 2|3 4 4 2 1 3|4 4 0 1 3 4|5 3 5 3 1 5|6 2 4 1 2 6",
// "BdBdBdClDdFdClClClDdFuFuElElDdArAr"

"10|1 0 2 2 1 1|2 3 2 1 3 2|3 4 2 1 2 3|4 2 5 2 1 4|5 6 2 1 2 5|6 2 1 1 2 6",
// "CdDlBdEdFuArArArAr"

"23|1 0 2 2 1 1|2 5 1 1 3 2|3 4 4 3 1 3|4 5 5 2 1 4|5 2 4 1 2 5|6 3 3 1 3 6",
// "ArDlEuFuDlDlDlDlEdEdFuClClBdBdClClFdFdArArAr"

"14|1 1 2 2 1 1|2 3 2 1 2 2|3 3 5 2 1 3|4 4 0 1 3 4|5 6 1 1 2 5|6 4 4 3 1 6",
// "BuBuArClDdEuFlFlFlDdDdArAr"

"13|1 0 2 2 1 1|2 2 0 1 3 2|3 2 3 3 1 3|4 1 4 2 1 4|5 3 1 1 2 5|6 5 2 1 2 6",
// "DlEuFdFdCrBdBdBdArArArAr"

"15|1 0 2 2 1 1|2 3 1 1 3 2|3 5 0 1 3 3|4 4 2 1 2 4|5 2 4 2 1 5|6 6 0 1 3 6",
// "ArCdCdCdDdElBdBdArArArFdFdFd"

"19|1 0 2 2 1 1|2 6 1 1 3 2|3 5 1 1 3 3|4 3 1 1 3 4|5 5 4 2 1 5|6 5 5 2 1 6",
// "ArElBdElCdElElDdFlBdFlCdFlFlDdArArAr"

"17|1 0 2 2 1 1|2 5 0 1 3 2|3 3 4 3 1 3|4 2 2 1 3 4|5 5 3 2 1 5|6 3 3 2 1 6",
// "DdArArArDuDuClDuFlElFlElBdBdBdAr"

"18|1 0 2 2 1 1|2 4 0 1 3 2|3 4 4 3 1 3|4 4 3 2 1 4|5 6 0 1 3 5|6 4 5 2 1 6",
// "ArArClClClDlDlBdBdEdEdEdFlFlBdArAr"

"10|1 2 2 2 1 1|2 6 1 1 3 2|3 4 3 1 2 3|4 5 4 2 1 4|5 3 6 3 1 5|6 5 1 1 2 6",
// "CuCuCuArDlBdBdFuAr"

"10|1 1 2 2 1 1|2 4 2 1 2 2|3 5 2 1 2 3|4 4 4 3 1 4|5 6 1 1 2 5|6 2 0 3 1 6",
// "ArBuCuCuEuFlBuArAr"

"22|1 0 2 2 1 1|2 5 4 2 1 2|3 5 0 1 3 3|4 3 4 1 3 4|5 4 3 1 2 5|6 4 5 2 1 6",
// "ArCdDuDuDuEuBlBlBlBlCdDdEdFlCdFlFlDdArArAr"

"20|1 0 2 2 1 1|2 5 1 1 3 2|3 2 1 1 3 3|4 3 2 1 3 4|5 3 5 2 1 5|6 5 4 2 1 6",
// "DuElElElFlFlBdBdFlFlDdDdFlCdCdArArArAr"

"27|1 0 2 2 1 1|2 2 0 1 3 2|3 5 1 1 3 3|4 0 3 3 1 4|5 4 4 1 2 5|6 0 5 3 1 6",
// "CuDrEuEuEuDrDrBdBdEuFrFrFrBdArArArBuBuBuDlCdCdFlCdAr"

"23|1 1 2 2 1 1|2 4 0 1 3 2|3 3 3 3 1 3|4 4 5 3 1 4|5 3 0 1 3 5|6 1 5 1 2 6",
// "CrDlDlEdEdFuFuDlDlEdArEdClClFuFuClBdBdBdArAr"

"22|1 3 2 2 1 1|2 5 0 1 3 2|3 5 5 2 1 3|4 4 4 1 3 4|5 5 4 2 1 5|6 2 5 1 2 6",
// "AlBdDuDuClClDuElElBdBdElDdElElFuFuClDdArAr"

